Period,Year,FlyingDate_DDMMYYYY,PhotoNo,Easting_HK80,Northing_HK80,FlyingHeight_ft,DownloadLink
6,2021,6/1/2021,E118489N,839864,816739.6,6900,https://open.hkmapservice.gov.hk/OpenData/productView?productName=DAP&sheetName=E118489N&productFormat=JPEG&locale=en
6,2021,6/1/2021,E118490N,840037.1,816740.3,6900,https://open.hkmapservice.gov.hk/OpenData/productView?productName=DAP&sheetName=E118490N&productFormat=JPEG&locale=en
6,2021,6/1/2021,E118491N,840207.9,816736.7,6900,https://open.hkmapservice.gov.hk/OpenData/productView?productName=DAP&sheetName=E118491N&productFormat=JPEG&locale=en
6,2021,6/1/2021,E118492N,840380.5,816736.2,6900,https://open.hkmapservice.gov.hk/OpenData/productView?productName=DAP&sheetName=E118492N&productFormat=JPEG&locale=en
6,2021,6/1/2021,E118493N,840554.8,816735.9,6900,https://open.hkmapservice.gov.hk/OpenData/productView?productName=DAP&sheetName=E118493N&productFormat=JPEG&locale=en
6,2021,6/1/2021,E118494N,840726,816733.8,6900,https://open.hkmapservice.gov.hk/OpenData/productView?productName=DAP&sheetName=E118494N&productFormat=JPEG&locale=en
6,2021,6/1/2021,E118495N,840898,816733.6,6900,https://open.hkmapservice.gov.hk/OpenData/productView?productName=DAP&sheetName=E118495N&productFormat=JPEG&locale=en
6,2021,6/1/2021,E118496N,841071.7,816735.3,6900,https://open.hkmapservice.gov.hk/OpenData/productView?productName=DAP&sheetName=E118496N&productFormat=JPEG&locale=en
6,2021,6/1/2021,E118692N,840034,815464.1,6900,https://open.hkmapservice.gov.hk/OpenData/productView?productName=DAP&sheetName=E118692N&productFormat=JPEG&locale=en
6,2021,6/1/2021,E118693N,840205.5,815466.2,6900,https://open.hkmapservice.gov.hk/OpenData/productView?productName=DAP&sheetName=E118693N&productFormat=JPEG&locale=en
6,2021,6/1/2021,E118694N,840378.7,815465.9,6900,https://open.hkmapservice.gov.hk/OpenData/productView?productName=DAP&sheetName=E118694N&productFormat=JPEG&locale=en
6,2021,6/1/2021,E118695N,840550.9,815470.8,6900,https://open.hkmapservice.gov.hk/OpenData/productView?productName=DAP&sheetName=E118695N&productFormat=JPEG&locale=en
6,2021,6/1/2021,E118696N,840722.4,815474.3,6900,https://open.hkmapservice.gov.hk/OpenData/productView?productName=DAP&sheetName=E118696N&productFormat=JPEG&locale=en
6,2021,6/1/2021,E118697N,840897.2,815474.7,6900,https://open.hkmapservice.gov.hk/OpenData/productView?productName=DAP&sheetName=E118697N&productFormat=JPEG&locale=en
6,2021,6/1/2021,E118698N,841069.1,815478.3,6900,https://open.hkmapservice.gov.hk/OpenData/productView?productName=DAP&sheetName=E118698N&productFormat=JPEG&locale=en
6,2021,6/1/2021,E118699N,841242,815480.4,6900,https://open.hkmapservice.gov.hk/OpenData/productView?productName=DAP&sheetName=E118699N&productFormat=JPEG&locale=en
6,2021,6/1/2021,E118700N,841414.1,815484.4,6900,https://open.hkmapservice.gov.hk/OpenData/productView?productName=DAP&sheetName=E118700N&productFormat=JPEG&locale=en
6,2021,6/1/2021,E118701N,841587.4,815484.8,6900,https://open.hkmapservice.gov.hk/OpenData/productView?productName=DAP&sheetName=E118701N&productFormat=JPEG&locale=en
6,2021,6/1/2021,E118702N,841758.8,815488.3,6900,https://open.hkmapservice.gov.hk/OpenData/productView?productName=DAP&sheetName=E118702N&productFormat=JPEG&locale=en
6,2021,6/1/2021,E118703N,841933.4,815490.5,6900,https://open.hkmapservice.gov.hk/OpenData/productView?productName=DAP&sheetName=E118703N&productFormat=JPEG&locale=en
6,2021,6/1/2021,E118890N,840719.4,815071.8,6900,https://open.hkmapservice.gov.hk/OpenData/productView?productName=DAP&sheetName=E118890N&productFormat=JPEG&locale=en
6,2021,6/1/2021,E118891N,840893,815071.9,6900,https://open.hkmapservice.gov.hk/OpenData/productView?productName=DAP&sheetName=E118891N&productFormat=JPEG&locale=en
6,2021,6/1/2021,E118892N,841065.1,815069.2,6900,https://open.hkmapservice.gov.hk/OpenData/productView?productName=DAP&sheetName=E118892N&productFormat=JPEG&locale=en
6,2021,6/1/2021,E118893N,841238.1,815069.4,6900,https://open.hkmapservice.gov.hk/OpenData/productView?productName=DAP&sheetName=E118893N&productFormat=JPEG&locale=en
6,2021,6/1/2021,E118894N,841409.9,815067.2,6900,https://open.hkmapservice.gov.hk/OpenData/productView?productName=DAP&sheetName=E118894N&productFormat=JPEG&locale=en
6,2021,6/1/2021,E118895N,841582.6,815064.2,6900,https://open.hkmapservice.gov.hk/OpenData/productView?productName=DAP&sheetName=E118895N&productFormat=JPEG&locale=en
6,2021,6/1/2021,E118896N,841756.5,815063,6900,https://open.hkmapservice.gov.hk/OpenData/productView?productName=DAP&sheetName=E118896N&productFormat=JPEG&locale=en
